﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211739000405楊清財1-PV-3000N-V 1211739000405,1211739000407楊清財2-PV-3000N-V 1211739000407,1211739000408楊清財3-PV-3000N-V 1211739000408,1211739000410楊清財4-PV-3000N-V 1211739000410,1211739000411楊清財5-PV-3000N-V 1211739000411,1211739000415楊清財6-PV-3000N-V 1211739000415,1211739000416楊清財7-PV-3000N-V 1211739000416,1211739000417楊清財8-PV-3000N-V 1211739000417,1211739000418楊清財9-PV-3000N-V 1211739000418,1211739000419楊清財10-PV-3000N-V 1211739000419,1211739000441楊清財11-PV-3000N-V 1211739000441,1211739000442楊清財12-PV-3000N-V 1211739000442,1211739000443楊清財13-PV-3000N-V 1211739000443,1211739000444楊清財14-PV-3000N-V 1211739000444,11O1745001680楊清財15-PV-5000W-HV 11O1745001680
2018-01-11,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,15:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,16:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,17:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,17:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
